"Word","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor","N_known.perceptual","List_N.perceptual","Percent_known.perceptual","N_known.action","List_N.action","Percent_known.action","Mean_age.perceptual","Mean_age.action","List#.perceptual","List#.action"
"approve",1.833333333,0.555555556,0.222222222,1,0.555555556,1.777777778,0.263157895,0.684210526,3.368421053,2.052631579,0.315789474,1.977818168,1.1490263,0.548318881,1.644956642,1.1490263,2.04523997,0.805681579,1.108183277,1.770452745,2.120631044,0.945905303,1.833333333,2.359422091,0.271028037,"Auditory",3.368421053,3.614890801,0.464566929,"Head",3.368421053,3.92294072,0.249131743,"Head",18,18,1,19,19,1,29.88888889,36.10526316,"PN_Sample_275.csv","MN_sample_275.csv"
"aqueduct",2.117647059,0.294117647,1.058823529,0.058823529,0.411764706,3.529411765,0.888888889,1.166666667,1.5,0.5,0.666666667,1.763602596,1.212678125,1.784327192,0.242535625,0.71228712,1.699913493,1.490711985,1.689065178,1.757337558,0.857492926,1.188177052,3.529411765,3.797041664,0.464566929,"Visual",1.5,1.825820358,0.211764706,"Head",3.529411765,3.932848474,0.284642187,"Visual",17,20,0.85,18,19,0.947368421052632,34.05882353,42.27777778,"PN_Sample_170.csv","MN_sample_170.csv"
"arcade",4.1875,0.25,2.875,0.4375,0.75,4.5625,1.25,2.7,3.15,0.75,0.9,1.424488212,1,2.187083294,0.892094913,1.693123347,1.263262971,1.618153594,1.949358869,2.084403234,1.371706582,1.586124041,4.5625,5.775883137,0.330143541,"Visual",3.15,3.780763239,0.274285714,"Head",4.5625,6.272027723,0.197707736,"Visual",16,17,0.941176470588235,20,20,1,34,37,"PN_Sample_430.csv","MN_sample_430.csv"
"archaeologist",1.578947368,0.315789474,1,0.894736842,0.368421053,3.473684211,1,1.315789474,2.210526316,0.894736842,0.578947368,2.11649053,1.157230006,1.666666667,1.663154193,1.211542924,1.678902454,1.699673171,1.887168119,1.843274483,1.448935887,1.169795304,3.473684211,3.625370319,0.413793103,"Visual",2.210526316,2.465660628,0.271929825,"Head",3.473684211,3.971448902,0.231660232,"Visual",19,19,1,19,19,1,34.94444444,35.47368421,"PN_Sample_443.csv","MN_sample_443.csv"
"argument",4,0,0.15,1.35,0,2.9,0.75,1.2,2.9,3.6,0.9,1.414213562,0,0.489360485,1.926955603,0,1.744163199,1.409553867,1.436369693,1.803505359,1.729009452,1.410487038,4,4.495514048,0.476190476,"Auditory",3.6,4.196896328,0.304812834,"Mouth",4,5.482330346,0.225352113,"Auditory",20,20,1,20,20,1,37.1,36.2,"PN_Sample_418.csv","MN_sample_418.csv"
"arm",0.181818182,0.090909091,3.939393939,2.545454545,0.121212121,3.818181818,0.052631579,4.842105263,1.157894737,0,0.736842105,0.527644853,0.291937104,1.599597487,2.062930396,0.41514875,1.775784078,0.229415734,0.501459857,1.951158001,0,1.446916463,3.939393939,5.108298419,0.359773371,"Haptic",4.842105263,4.869708116,0.713178295,"Hand_arm",4.842105263,6.289342158,0.276906239,"Hand_arm",33,33,1,19,19,1,33.3030303,36.26315789,"PN_Sample_015.csv","MN_sample_015.csv"
"armchair",0.684210526,0,4.052631579,0.473684211,0.473684211,4.578947368,1.761904762,3,1.19047619,0.238095238,2.19047619,1.416279617,0,1.71508614,0.964274111,1.020262551,1.017392608,1.445847914,1.788854382,1.470341716,0.538958431,1.600595127,4.578947368,5.463653057,0.446153846,"Visual",3,3.548455006,0.329545455,"Hand_arm",4.578947368,5.922890613,0.245597527,"Visual",19,19,1,21,21,1,39.63157895,35.57142857,"PN_Sample_585.csv","MN_sample_585.csv"
"armor",0.705882353,0.176470588,2.235294118,0.058823529,0.176470588,3.941176471,2.555555556,2.555555556,1.777777778,0.5,3.388888889,1.046703509,0.52859414,1.92124347,0.242535625,0.52859414,1.477776549,2.120549935,2.331932353,1.986885104,1.098126747,1.944491129,3.941176471,4.174552098,0.532258065,"Visual",3.388888889,4.273453774,0.268041237,"Torso",3.941176471,5.322639515,0.21482821,"Visual",17,17,1,18,18,1,32.47058824,35.94444444,"PN_Sample_086.csv","MN_sample_086.csv"
"army",1.857142857,0,0.523809524,0.19047619,0.238095238,3.571428571,2.571428571,2.476190476,2.952380952,1.666666667,2.095238095,1.621286967,0,1.167006753,0.679635757,0.538958431,1.630074494,1.748468718,1.66189794,1.716863142,1.425949976,1.578124263,3.571428571,3.735459254,0.559701493,"Visual",2.952380952,4.155310053,0.109311741,"Head",3.571428571,4.984906432,0.196850394,"Visual",21,21,1,21,21,1,37.14285714,34.47619048,"PN_Sample_539.csv","MN_sample_539.csv"
"aroma",0.157894737,0.473684211,0,0.421052632,4.894736842,0.052631579,0.35,0.45,4.2,1.5,0.55,0.688247202,1.073334423,0,0.837707817,0.458831468,0.229415734,0.988086934,0.998683344,1.576137851,1.670171753,1.099042646,4.894736842,4.897309563,0.815789474,"Olfactory",4.2,4.268333716,0.546099291,"Head",4.894736842,5.801056973,0.37507562,"Olfactory",19,19,1,20,20,1,36.73684211,37.45,"PN_Sample_651.csv","MN_sample_651.csv"
"aromatic",0.111111111,0.833333333,0,0.611111111,4.888888889,0.666666667,0,0.222222222,4,0.611111111,0.055555556,0.471404521,1.42457424,0,1.092158623,0.471404521,1.414213562,0,0.646761667,1.714985851,0.978527639,0.23570226,4.888888889,4.904245598,0.6875,"Olfactory",4,4.00498065,0.818181818,"Head",4.888888889,5.66906857,0.407407407,"Olfactory",18,19,0.947368421052632,18,19,0.947368421052632,37,36.88888889,"PN_Sample_239.csv","MN_sample_239.csv"
"around",1.157894737,0.263157895,1.105263158,0.736842105,0.368421053,2.842105263,1.388888889,1.277777778,2.333333333,0.611111111,0.888888889,1.384965218,0.653376296,1.328940131,1.326738074,0.76088591,1.893355572,1.944491129,1.808657466,2.029198625,1.195033295,1.490711985,2.842105263,2.974908575,0.398373984,"Visual",2.333333333,2.639997482,0.264957265,"Head",2.842105263,3.549708984,0.198782961,"Visual",19,19,1,18,18,1,34.10526316,42.94444444,"PN_Sample_444.csv","MN_sample_444.csv"
"arrival",2.25,0,0.45,0.6,0.15,3.85,2.380952381,1.428571429,1.952380952,1.238095238,1.619047619,1.915999121,0,1.099042646,1.231174023,0.670820393,1.496487115,2.290768222,1.963961012,1.96153487,1.578124263,2.01186954,3.85,4.096958879,0.52739726,"Visual",2.380952381,3.107124391,0.132596685,"Foot_leg",3.85,4.622395804,0.241848639,"Visual",20,20,1,21,21,1,33.7,37.80952381,"PN_Sample_769.csv","MN_sample_769.csv"
"art",1.857142857,0.514285714,2.114285714,0.857142857,0.6,4.628571429,0.263157895,2.473684211,3.526315789,0.684210526,0.368421053,1.911926302,1.147155781,1.711061394,1.45809822,1.264911064,0.645605702,0.733492806,2.117871601,1.775400457,1.454977342,0.830697586,4.628571429,4.876989155,0.389189189,"Visual",3.526315789,3.901220091,0.446043165,"Head",4.628571429,5.597426437,0.244052123,"Visual",35,35,1,19,19,1,34.68571429,38.52631579,"PN_Sample_529.csv","MN_sample_529.csv"
"ashtray",0.25,0.2,1.4,0.4,2.15,3.8,0.19047619,2.380952381,2.142857143,0.761904762,0.285714286,0.716350399,0.695852374,1.465390194,1.231174023,1.78517285,1.609184167,0.601585208,1.935876816,1.8516402,1.300183137,0.902377811,3.8,4.07447959,0.43902439,"Visual",2.380952381,2.876852262,0.380165289,"Hand_arm",3.8,4.505370244,0.258526603,"Visual",20,20,1,21,21,1,42.55,37.38095238,"PN_Sample_312.csv","MN_sample_312.csv"
"aspire",0.777777778,0.166666667,0.166666667,1.722222222,0.222222222,1.444444444,0.45,0.6,2.95,0.9,0.8,1.215369978,0.707106781,0.383482494,1.964555198,0.942809042,1.822158456,1.145931017,1.313893371,2.187885304,1.774082417,1.542383664,1.722222222,2.049804012,0.345679012,"Interoceptive",2.95,3.008144536,0.438596491,"Head",2.95,3.296818308,0.272875817,"Head",18,19,0.947368421052632,20,20,1,37.94444444,35.95,"PN_Sample_022.csv","MN_sample_022.csv"
"astronaut",2.05,0,0.35,0.2,0.35,4.65,0.80952381,1,2.047619048,0.857142857,1.047619048,2.327750213,0,1.136708082,0.695852374,1.136708082,0.988086934,1.077916862,1.341640786,1.82964998,1.276154939,1.465475707,4.65,4.780556473,0.611842105,"Visual",2.047619048,2.282741119,0.214876033,"Head",4.65,4.948112081,0.348004277,"Visual",20,20,1,21,21,1,32.05,37.47619048,"PN_Sample_759.csv","MN_sample_759.csv"
"asylum",2,0.375,1.3125,1.3125,0.6875,3,0.9375,1.0625,2.5625,1.4375,0.875,1.366260102,0.718795288,1.302241657,1.493039406,1.195477589,1.788854382,1.181453907,1.289379696,2.189939116,1.860779407,1.258305739,3,3.417089798,0.302158273,"Visual",2.5625,2.822699592,0.245454545,"Head",3,3.966170798,0.168674699,"Visual",16,17,0.941176470588235,16,17,0.941176470588235,33,38.1875,"PN_Sample_128.csv","MN_sample_128.csv"
"athletics",2.666666667,0.222222222,1.555555556,1.611111111,0.666666667,3.944444444,3.631578947,3.736842105,2.684210526,1.315789474,3.315789474,1.940285,0.942809042,2.035630332,2.199970291,1.371988681,1.589384721,1.891810606,1.910267732,1.733738144,1.733738144,1.857496271,3.944444444,4.457818511,0.348958333,"Visual",3.736842105,5.407817387,0.164874552,"Hand_arm",3.944444444,6.27206304,0.146828143,"Visual",18,18,1,19,19,1,38.11111111,38.78947368,"PN_Sample_576.csv","MN_sample_576.csv"
"atmosphere",0.6,0.2,0.6,1.1,1.15,2.5,0.80952381,0.952380952,2.952380952,1.857142857,1.142857143,1.046296728,0.523148364,0.940324692,1.586124041,1.308876577,1.732050808,1.209092537,1.244033379,2.085094494,1.878449208,1.276154939,2.5,2.664504541,0.37398374,"Visual",2.952380952,3.271903705,0.277777778,"Head",2.952380952,3.778450555,0.198523098,"Head",20,20,1,21,21,1,36.5,35.76190476,"PN_Sample_305.csv","MN_sample_305.csv"
"attachment",1.590909091,0.727272727,2.272727273,2.5,1.090909091,2.818181818,0.777777778,2.111111111,2.555555556,1.388888889,1.222222222,1.763629669,1.386390249,1.93173542,2.132514724,1.630340044,1.842264746,1.628985811,1.996729352,2.228748586,1.719743103,1.733936547,2.818181818,3.813438933,0.190082645,"Visual",2.555555556,3.14388654,0.220689655,"Head",2.818181818,4.423062132,0.109727008,"Visual",22,23,0.956521739130435,18,19,0.947368421052632,36.54545455,36.5,"PN_Sample_120.csv","MN_sample_120.csv"
"attic",0.5,0.05,1.85,0.05,1.45,3.9,1.684210526,1.631578947,1.473684211,0.631578947,1.105263158,1.100239208,0.223606798,2.134306247,0.223606798,1.761428846,1.744163199,2.029029094,2.139847511,1.775400457,1.116070802,1.559727072,3.9,4.098085563,0.493589744,"Visual",1.684210526,2.405733539,0.161290323,"Foot_leg",3.9,4.357648278,0.268736223,"Visual",20,20,1,19,19,1,37.3,36.89473684,"PN_Sample_026.csv","MN_sample_026.csv"
"aurora",0.235294118,0,0.058823529,0.411764706,0,4.235294118,0.375,0.25,3,0.4375,0.375,0.562295715,0,0.242535625,0.939336437,0,1.393261092,1.087811258,0.683130051,2.221110833,0.892094913,1.087811258,4.235294118,4.236836766,0.857142857,"Visual",3,3.00756734,0.61971831,"Head",4.235294118,4.691479707,0.451587613,"Visual",17,18,0.944444444444444,16,19,0.842105263157895,39.47058824,38.375,"PN_Sample_632.csv","MN_sample_632.csv"
"authentic",1.352941176,0.705882353,1.823529412,1.235294118,0.529411765,3.529411765,0.947368421,1.578947368,2.894736842,1.631578947,0.789473684,1.693412844,1.104802351,2.038237416,1.714985851,0.943242218,1.940285,1.682382048,1.835325871,1.594948165,1.862212731,1.618605276,3.529411765,3.800422184,0.326923077,"Visual",2.894736842,3.235749957,0.268456376,"Head",3.529411765,4.460876392,0.17627797,"Visual",17,17,1,19,19,1,33.05882353,36.05263158,"PN_Sample_448.csv","MN_sample_448.csv"
"authority",3.142857143,0.19047619,0.571428571,0.952380952,0.142857143,3.571428571,0.7,1.1,2.9,2.15,1,1.525965736,0.601585208,1.39897922,1.395571226,0.478091444,1.434274331,1.080935268,1.586124041,1.744163199,1.87153188,1.4509525,3.571428571,4.266403418,0.4,"Visual",2.9,3.332263129,0.280254777,"Head",3.571428571,4.858136981,0.208786429,"Visual",21,21,1,20,20,1,32.47619048,38.75,"PN_Sample_118.csv","MN_sample_118.csv"
"authorize",1.941176471,0.117647059,0.176470588,0.529411765,0.117647059,2,0.111111111,0.722222222,2.277777778,2.444444444,0.111111111,2.075770587,0.48507125,0.52859414,1.007326105,0.48507125,2.061552813,0.323380833,1.178511302,2.191039387,2.175322078,0.323380833,2,2.491802992,0.385542169,"Visual",2.444444444,2.992704419,0.411764706,"Mouth",2.444444444,3.483605157,0.221189591,"Mouth",17,17,1,18,18,1,32.82352941,34.94444444,"PN_Sample_319.csv","MN_sample_319.csv"
"auto",3.2,0,2.866666667,0.733333333,0.933333333,4.333333333,1.25,1.35,1.45,0.3,0.8,2.007130147,0,1.922300209,1.222799287,1.387014608,1.290994449,1.712953743,1.926955603,2.01246118,0.97872097,1.472555959,4.333333333,5.178901287,0.359116022,"Visual",1.45,2.000093746,0.223300971,"Head",4.333333333,5.27648934,0.251694095,"Visual",15,15,1,20,20,1,40,32,"PN_Sample_227.csv","MN_sample_227.csv"
"automobile",3.705882353,0,2.941176471,0.294117647,0.764705882,4.352941176,3.428571429,3.714285714,3.238095238,0.666666667,2.380952381,1.447614671,0,1.638237934,0.587867532,0.831370237,0.861769725,1.719634513,1.488047618,1.813966976,1.425949976,2.108937896,4.352941176,5.420796014,0.36097561,"Visual",3.714285714,5.183716583,0.226950355,"Hand_arm",4.352941176,6.683761608,0.170787999,"Visual",17,17,1,21,21,1,34,40.76190476,"PN_Sample_203.csv","MN_sample_203.csv"
"autumn",0.857142857,0.238095238,0.761904762,1,1.904761905,3.904761905,1.45,1.75,3.15,1.6,1.2,1.38873015,0.538958431,1.410842369,1.516575089,1.640267109,1.640267109,1.959457497,1.915999121,2.158825217,1.846761034,1.7651599,3.904761905,4.092287142,0.423076923,"Visual",3.15,3.569701346,0.213114754,"Head",3.904761905,4.849100295,0.205799813,"Visual",21,21,1,20,20,1,36.3,35,"PN_Sample_564.csv","MN_sample_564.csv"
"avalanche",3.5,0.1875,2.125,1.3125,0.3125,4,2.388888889,1.944444444,2.944444444,0.777777778,1.722222222,1.751190072,0.75,2.093641166,1.778341924,0.793200269,1.366260102,1.85151413,1.924217862,1.984416412,1.477500097,1.67351534,4,4.915497219,0.333333333,"Visual",2.944444444,3.734684268,0.221590909,"Head",4,5.548980434,0.179705401,"Visual",16,17,0.941176470588235,18,18,1,33.3125,37.44444444,"PN_Sample_019.csv","MN_sample_019.csv"
"avenue",0.875,0,0.25,0.3125,0.625,3.625,1.444444444,0.444444444,1.555555556,0.611111111,0.722222222,1.543804824,0,0.577350269,0.704154339,1.258305739,1.668332501,1.503807803,1.041617646,1.756407504,1.144752164,1.274434387,3.625,3.649195312,0.637362637,"Visual",1.555555556,1.954864693,0.23255814,"Head",3.625,3.82735292,0.346383543,"Visual",16,16,1,18,18,1,33.1875,36.16666667,"PN_Sample_146.csv","MN_sample_146.csv"
"aversion",1.588235294,0.882352941,0.823529412,3.882352941,1.176470588,2.235294118,1.277777778,1,3,1.777777778,0.444444444,1.460257834,1.409004655,1.333945938,1.536324874,1.590412451,1.601928984,2.023554111,1.45521375,2.086370335,2.04523997,1.041617646,3.882352941,4.246317508,0.288888889,"Interoceptive",3,3.29557704,0.340740741,"Head",3.882352941,4.825428539,0.190063234,"Interoceptive",17,19,0.894736842105263,18,20,0.9,37.29411765,38.55555556,"PN_Sample_279.csv","MN_sample_279.csv"
"avoid",1.777777778,0.666666667,1.222222222,2.111111111,0.611111111,2.666666667,2.222222222,1.611111111,2.555555556,1.111111111,1.444444444,1.832887646,1.644956642,1.832887646,2.422659911,1.613869624,2,2.04523997,1.944491129,1.976991839,1.745208192,1.916560099,2.666666667,3.312311114,0.226993865,"Visual",2.555555556,3.30898409,0.161490683,"Head",2.666666667,4.171155656,0.114197531,"Visual",18,18,1,18,18,1,32.11764706,36.27777778,"PN_Sample_770.csv","MN_sample_770.csv"
"awakening",1.684210526,0.052631579,0.736842105,3.684210526,0.473684211,2.684210526,1.052631579,1.105263158,3.157894737,1.210526316,1.105263158,1.765491168,0.229415734,1.367971136,1.634782744,1.306752593,1.887168119,1.870047064,1.852767805,1.979426345,1.902599023,1.852767805,3.684210526,4.210232984,0.389830508,"Interoceptive",3.157894737,3.336182463,0.275862069,"Head",3.684210526,4.816881232,0.214285714,"Interoceptive",19,19,1,19,19,1,33.47368421,34.05263158,"PN_Sample_217.csv","MN_sample_217.csv"
"awareness",2.352941176,0.705882353,1.470588235,2.529411765,1.058823529,2.529411765,1.631578947,1.842105263,4.526315789,1.631578947,1.736842105,1.656093916,1.611082939,1.841115391,1.58578242,1.675954513,1.771921523,2.216366554,2.38660982,1.218761715,2.290330551,2.281376418,2.529411765,3.686773921,0.171270718,"Interoceptive",4.526315789,4.833304912,0.25462963,"Head",4.526315789,5.462798969,0.173533961,"Head",17,18,0.944444444444444,19,19,1,36.58823529,40.10526316,"PN_Sample_226.csv","MN_sample_226.csv"
"axle",0.666666667,0,1.277777778,0,0,3.111111111,0.333333333,1.277777778,1.277777778,0.277777778,0.333333333,1.45521375,0,1.872574684,0,0,2.111283103,0.766964989,1.637988564,1.67351534,0.751903902,0.9701425,3.111111111,3.191089385,0.615384615,"Visual",1.277777778,1.622089986,0.285714286,"Head",3.111111111,3.325092814,0.363636364,"Visual",18,18,1,18,19,0.947368421052632,36.5,38.33333333,"PN_Sample_431.csv","MN_sample_431.csv"
"baby",4.047619048,0.523809524,4.047619048,1.952380952,3.142857143,4.380952381,0.666666667,2.5,2.611111111,0.944444444,1.277777778,1.359271514,1.077916862,1.359271514,1.774153051,1.558387445,1.465475707,0.9701425,1.855040827,1.914000703,1.109966731,1.637988564,4.380952381,6.344126956,0.213157895,"Visual",2.611111111,3.321749917,0.243055556,"Head",4.380952381,6.634214336,0.147810219,"Visual",21,21,1,18,18,1,35.2,35.27777778,"PN_Sample_004.csv","MN_sample_004.csv"
"bachelor",1.555555556,0.277777778,0.444444444,0.5,0.5,2.666666667,0.65,1.4,2.15,1.2,1,1.503807803,1.178511302,1.199128224,1.465284554,1.248528546,1.680336101,1.386969434,1.95744194,1.926955603,1.823819012,1.685854461,2.666666667,2.847417309,0.401869159,"Visual",2.15,2.503195913,0.234375,"Head",2.666666667,3.384568135,0.193519352,"Visual",18,20,0.9,20,20,1,39.375,41.1,"PN_Sample_023.csv","MN_sample_023.csv"
"backbone",0.875,0.3125,2.625,2.5625,0.3125,2.8125,0.3,1.15,1.6,0.55,3.65,1.707825128,1.25,1.962141687,2.128183889,1.25,1.939716474,0.801314709,1.631111988,2.036508881,0.998683344,1.78517285,2.8125,3.868485412,0.263157895,"Visual",3.65,3.789940499,0.462068966,"Torso",3.65,4.825013423,0.2,"Torso",16,16,1,20,20,1,34.8125,38.3,"PN_Sample_665.csv","MN_sample_665.csv"
"bad luck",1.736842105,0.526315789,0.578947368,1.526315789,0.526315789,2.473684211,1.105263158,1.210526316,1.578947368,1.157894737,1.052631579,2.023256596,1.576508838,1.57465303,1.866917276,1.576508838,2.143942916,1.911797782,1.902599023,1.952656011,1.675415633,1.89952287,2.473684211,2.90113129,0.264285714,"Visual",1.578947368,2.138464858,0.086206897,"Head",2.473684211,3.245851012,0.14453125,"Visual",19,19,1,19,19,1,38.31578947,32.84210526,"PN_Sample_792.csv","MN_sample_792.csv"
"bake",1,3.588235294,1.647058824,0.588235294,4.294117647,3.588235294,0.857142857,3.333333333,2.666666667,1.142857143,1.142857143,1.457737974,1.872792819,1.45521375,0.939336437,0.985184366,1.416810835,1.525965736,1.712697677,2.057506582,1.424279266,1.424279266,4.294117647,5.617346322,0.252,"Olfactory",3.333333333,3.906479703,0.270833333,"Hand_arm",4.294117647,6.187315052,0.155391121,"Olfactory",17,17,1,21,21,1,35.47058824,42,"PN_Sample_051.csv","MN_sample_051.csv"
"baking tray",0.722222222,0.222222222,2.777777778,0.055555556,0.555555556,4.277777778,0.090909091,3.045454545,1.5,0.272727273,0.590909091,1.227410261,0.732084498,1.864704851,0.23570226,1.199128224,0.95828005,0.294244943,1.812056783,1.870828693,0.767296936,1.296849329,4.277777778,4.645816426,0.490322581,"Visual",3.045454545,3.169778246,0.537190083,"Hand_arm",4.277777778,5.093209204,0.299212598,"Visual",18,18,1,22,22,1,32.88888889,38.13636364,"PN_Sample_248.csv","MN_sample_248.csv"
"balcony",0.055555556,0,1.611111111,0.166666667,0,4.111111111,1.789473684,1.789473684,1.789473684,0.473684211,1.052631579,0.23570226,0,1.719743103,0.514495755,0,1.278274981,1.902599023,1.960128889,2.097060042,1.428613199,1.778691286,4.111111111,4.192078448,0.691588785,"Visual",1.789473684,2.643044708,0.190839695,"Foot_leg",4.111111111,4.51653277,0.32020041,"Visual",18,19,0.947368421052632,19,20,0.95,33.38888889,35,"PN_Sample_166.csv","MN_sample_166.csv"
"banana",0.157894737,4.473684211,2.210526316,0.157894737,2.473684211,3.894736842,0.055555556,2.777777778,1.888888889,4.055555556,0.611111111,0.501459857,1.073334423,1.685854461,0.374634325,1.348596845,1.242521488,0.23570226,1.957055278,1.875190622,1.661757476,1.243282604,4.473684211,5.588763766,0.322834646,"Gustatory",4.055555556,4.564584841,0.426035503,"Mouth",4.473684211,6.460638849,0.194141077,"Gustatory",19,19,1,18,18,1,38,33.72222222,"PN_Sample_222.csv","MN_sample_222.csv"
